"path","bytes","sha256","attributes","gitState","classification","action"
"artifacts/manifests/paper_ready/stabilization_eta/RESUME_INVENTORY.json","155","D9F8C3E52B42F96F6A525F00A6FDF56D32AC670F65EF80C2B9C95CF79C07206B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/stabilization_eta/resume_preserve.ps1","2425","7A5B399860545FF203E066D2F0527745A726479D8F293C423350289B42B1EE1D","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/stabilization_eta/start_analysis.ps1","711","760351DF964CBB699E2DFCD39424771C747359220148594FAFEC3F93F808CF14","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/stabilization_eta/start_preflight.ps1","2026","52460CF1EBB253BA230E5B2DCC78DFA4EF2C5A6E30AD129AEAB32F666F9D7FDD","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/stabilization_eta/start_production.ps1","659","5AC05394E871DA6512BFF930CEDA01791927C59646FDB18052278B99C8C38957","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/stabilization_eta/STATIC_MESSAGES.json","696","0D8015A2CE0DAEDF82600AA8A66A6DC180CF2A34A18135680BE0FFFD6301F4F5","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/stabilization_eta/STATIC_PREFLIGHT.json","104","6F79F08E4EC5D434C1973724EA10629B0A9AED19DA595A3B6DD1003E9598CDCC","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/STATIC_FINAL.json","440","99469B55DAE92BB1D759CBA04DC47134E44AAE25AA44D01C1C220B00397E199B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/STATIC_PREFLIGHT.json","1133","A44BD4EC38EA22239B61AF14CECB49C2596554C4F04AF487C7FE8DCA81850FEA","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/paper_ready/STATIC_PRODUCTION.json","384","F1F8B71984F43E30175490C8C88C91077BD066140DA6F128B0A90B7995A6450E","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/AUDIT.json","385","29C38EDD5197034B36ADDDAFA61ACE62AF2DD66A666EB33165B0268D98F15BDF","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/DESCRIPTIVE.json","652","BD5C84D49CE239B084ECF5142487E54FF2CDC6F4AD1A4D62635FF798935B0B40","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/FIGURES_FINAL.json","96","1099C3DCF11879C8B3615EEFB9C0C706C1746984360B738E512FC80D131FD84F","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/FIGURES.json","96","1099C3DCF11879C8B3615EEFB9C0C706C1746984360B738E512FC80D131FD84F","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/FINAL_PRESERVATION.json","102","2D4E72E055DB2937BBB40EEA295B7578F86298FCF4E7C365B85124AB89894807","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/GIT_PREFLIGHT.json","694","E8246DF6F092B61AF0B79545E25CD2B93E10ABEB11E36B9D6A13F5DCACC64095","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/INPUTS_BEFORE.csv","164458","22C623B72EA2217D853B87B711B190AEEE8E8C96C8F63F8B0FDBAD9575CA8D6C","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/NOTION_PUBLICATION.json","1394","7BEB3DBD4B6937EA7A42260A072373C85ADF1C5FE68970DC625503F7CB016E86","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/PLAN.md","7505","A0CEC928960876653B07D963C8A0487F5C1B12A73847745A426BC13CCB0E1CA7","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/PREFLIGHT.json","1270","4B74F0779A09F9F41B6309655329DFF4B4D101D517C3FE7AB46F7A311B895B51","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/PRESERVATION.json","102","7385890E7A4C9B245EED83B93F568D65E5265E96B2D041AA0FF86E6D04BADEA1","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/preserve.ps1","1596","7F722BAFDD77D2A743552B70BC39350EE45737078E7379036F5D357AA51EEDA4","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/PRODUCTION.json","106","DB5FF630AB40446B1EADDE2D88DE32398B60DA55E5019E8F9C261D9C24E8799B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/REPORT.md","28097","0F6763B977AAF0BD13675D7AE954CA53D5F88D4C4074FF976EF7117840A53AF0","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/STATIC_FINAL.json","48","F86DEBF5B3E8F257AEA8E4711BDDF50EFADD3D4AA2D0C7918D4EF59AE5458994","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/STATIC.json","38","1CBF86FF6B5867A56741678C64884ED0E22E2B0C0E24F3C31DFA762006EE13E5","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/SUMMARY.json","44599","8403EF8E807973388E8249CFEF130FEAD85A7CDABD0613DCD4E7C9049679A569","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/TIMECOURSE.json","287","840FE33AD17912554F5C28045AEDD69D6A88E777F35D095401CC9DE873FA5DC6","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_movement_landscape/VISUAL.json","518","AF2030900512265C824E737026BABB78E18D5ABED9BDB3C73CC40D30E556C959","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/DEPENDENCIES.md","6477","C594BD6978E96170666516706398D7736BD6972E8C92CF45CC86505DC78B61B4","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/diagnostic_extraction.json","835","BE6725125AA581828D4E06943B59D09C48B3D04EB58185F7730D46CF8760DEEF","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/forward_network_metrics.csv","2736","8FC3404CCD4508F8206D5211D1542100A6CC15CC9409CFF018AC1E1E9B381712","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/forward_regression.json","1158","85C5FE25E0BB3990BE03FFAC0233A22EF4374EE0FFFD4D34141EC1244AC707B5","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/forward_target_metrics.csv","14019","FB082E21984305709AF1096291099D18193A771D0467BDC3BC8471E6E036D526","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/matlab_checks_r1.json","7226","FAE90AE9C0F8BBC142B440C52DEE3F13C6807B9761538D4E8CB056F65EA4C5EB","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/move_manifest.csv","293224","DC03D58BF2A1B699554DC7693700486820457E839C2206D7635223FEF8B195B1","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/path_crosswalk.csv","1783","A1B0529B4DB77205856C1D068A1CE905F1C4288EF68C02490424595FD55466A9","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/preservation_summary.json","1373","2B5036AF94B4E4A2901511E18697F3193F22DA7703A9E0C24E0ABD6034F61AA1","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/protected_hash_verification.csv","97529","D3F3AE8F5789884270E54DC2C6650263FBE99E3808298DCD981C0FE3BD76D1BF","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/REPORT.md","9685","E65B494193518C214DAA43A4D43FD8857BD1BB0EF44F1D2C1E9F5E04E1793DFE","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/rewritten_files.csv","3505","114D8C89EC11E3D3B1F103F39A375D15ADA180F2EFDC2328452818E6C9F21F8F","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage1_reset/sync_exceptions.csv","48","4AC3E065CDEC98F958DDC6A5864ACF4743B1EB9F3CD8FCDFB9B0E7122B5D7FD3","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/KAO_FINAL_AUDIT.json","4625","7931D33B08074A5DEF85AC0A9FAC4BD36DBE1C63CF879301AB72A31589B46DF7","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/KAO_NOTION_IMAGE_RECEIPT.json","759","3B28B48BFFCB8318F24B92962FA733D7EB818A2406488E7606F96343C5A6D981","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/KAO_VALIDATION_PLAN.md","4417","346EB75AAE91691D81F3DE1EF541B81D86111C74765A3A1A8D2612064521920D","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/KAO_VALIDATION_REPORT.md","4767","38DA03B9C3C286479C70A03AF59E424CED19072D6D1EFE8AE754689CFE45B93E","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/NOTION_IMAGE_RECEIPTS.json","1021","023B2BB702395BFC10274C1D488D639BA9755FF5080CC9D69C549D6A8E2DFF10","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/NOTION_PAGES.json","441","01AB0F38EE89483D594CE7C3A5A4F47AC052F7088A76345291C8504CA613027A","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/PREREGISTRATION.md","11983","7447FB8AAE0CB19871DDE12D65F03AE1DEC6A9680FDE0CA9DD6A6319A4AB817B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/PRESENTATION_SUMMARY.md","3391","6940731A83B4503F815F5516F07BBFCD6D3FD5B6FCC8D1CED23FBC9973AEDF30","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/R2_CHECKPOINT_STOP.md","2070","F7AE86F8AB6D169CD0524C57A0FA2CA6CB41E87B77FBEDBBE56611E884E9FAFD","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/R2_FILE_MANIFEST.json","5548","5483F5BB0FC54EF13364222BD9AE4204D3CEFD23B9E2707F35B6B70FC4C29E74","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/R2_NOTION_IMAGE_RECEIPTS.json","929","27CBA94B9300D52705EEDED21351DB9F6B7645D768C6B4AB544413648ABF4996","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/R2_PLAN.md","3813","31F024331F90D5B2576C67B4A8742CA336ABADD78841E22E3E700611C3CA7B79","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/R2_REPORT.md","14029","D70DF0C5D8E99CF81BFCB246AF36BA9D35568DE6B3FB597624AF14698C090BEC","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/REPORT.md","10571","15C59F3B201F8CFA4D2319AFEE7F67FE0C294EE5B9B2AE71082AD6D4E9525C8B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage2_lambda_sweep/SOURCE_AUDIT.md","3898","063BB8DC24CBAC075B633EA5A101B87CEF22B982703CF3A9BC09BC53EE441BB2","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_INPUTS_BEFORE.csv","99292","F213A4C4CAE3D81396D0B1155562A0258DD30EE031B8FF4D08B5F042416701B3","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_PLAN.md","7286","14DDBE131A164757E18B51BD145599C38E93993967648C4F299E3E0C331529DA","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_PRESERVATION.json","139","B4508B0555EF56100C9A79714D91280CD4F1485C00386E3D5FAD0F02B3E9F619","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/bio_preservation.ps1","1678","6F1714573E9678EFBAAE9DE0607B3125B2A68DCBF3AFCD5A5DDC5D63D2B0925C","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_RESUME_BEFORE.csv","102151","B482FC346A9C834ACA7B1341BD6134709D605368D3481EC9C3F56A510947EDEC","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_RESUME_CHECKPOINT_INVENTORY.csv","11698","5544D827833FC1E4C0F71F55ADDD2B9E14D028E9665389FD18B1CE3002618B10","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_RESUME_COMPLETION_CHECKS.json","2557","B45478F2021895B903244ADE2AACA0A72A437B2D9C59C53B253E8151CCB20708","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/bio_resume_finish.ps1","1905","06716ABE9964114939F94A816C0A4AF7F2C85FE8E8FABD6D5181521E7B140668","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_RESUME_PLAN.md","5323","2FA66819EF949BF8C466BCB73DD3E9706FDDE6206894178EFDDC08C1F6263821","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_RESUME_PRESERVATION.json","3837","5E5A641B46DEC236CE4C0F81F49024F08177C3E9FCD82260287263E8400C230E","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/bio_resume_preserve.ps1","1347","108170D57836F36AAD53A92784D01183B9BA3CDE8613BD10957EA41F26AB831D","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/BIO_RESUME_REPORT.md","15411","DDCCD460D3AAF5710AE44A398A6BFDDC8187597431E5E8B03B17E9FF66D8619E","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/DERIVATION.md","3073","4028B6A7B17F745668D726BC28B72005C37A35F4DFDE3E766232C6CED4DDB694","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_ALL_FIGURES_AUDIT.json","69","CDC2AA0B3F84E1E8244B529CE85853CDBFCFFF5A19DD16ABE7BB0C6DA90518A1","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_AUDIT.json","21952251","CE56562F15B96536210111F4DA078262CA8696139011C5DC7C673A55178511AB","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_BASELINE.json","30294","6879A1C02D75B21F5ED2777A98D7FE3DE23EDA36E025503A6506A35A3D0E4011","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_BEFORE.csv","94683","E97456C321168C866F67A66766690CC9444F1BD3B8AE4F47D8E9703F035DC7E9","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_CLEANUP.json","5909","524D92343401E4F0DB3B911246AD5C1E3C4108FFCDC0477A0F3831A44F3A64EA","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/fig2_refine_cleanup.ps1","2038","12B97D8CBFA1ED1370173C17677F0C8F9AD29DEBF6D688CD763378DF6BC7BA35","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_FIGURE.json","496","2B2557BFE5C8E793DD12859B6F944F6043BFDAD46D6DEC1D68AE23BDD8A3AB9B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_NOTION_PUBLICATION.json","2801","ED3D069C3FE882C0C683A0B85A0C73535712C13B9C0FDBE79F786329CA213B5F","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_PLAN.md","2801","18EC3B4285695FCB7A40F23366EF6AEF2AAA059CB9933F84E86ED09A71F56032","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_PRESERVATION.json","581","EEB4B3916DFF2478A005E7128B2D8642A2EE4731A696AEDDF0D4E3C3DEB4E77C","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/fig2_refine_preservation.ps1","2384","3D702F73078E22E7F7581410C481E9CE3B6393D07A3EC5EFB36112C157E60E56","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_REPORT.md","9390","784B59592BDA955256974F9929CBAAF7FA320135839C59F57BC78A6654B3C2A6","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FIG2_REFINE_REVIEW.json","17941","B0A34178504DD5C5113D5E83CE2FFFA506EFF95FE6CE5688C56B435869C97994","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FINAL_AUDIT.json","2617","D6EE8B3D1A0D137C667D01C0750AF34180BFFDEE1D85074A91D25B0803D1671F","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FINALIZE_INPUTS_AFTER.csv","39525","9F6507E79A6565D837FB6A603A80C2D51441ECFA48FBE7B89AD09E0EC2132F24","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FINALIZE_INPUTS_BEFORE.csv","39525","9F6507E79A6565D837FB6A603A80C2D51441ECFA48FBE7B89AD09E0EC2132F24","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/finalize_preservation_check.ps1","3295","E88046EC5BF48A373912142775EBE2BDC0D863A725A7A107EB82E30D1B3902A1","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/FINALIZE_PRESERVATION.json","409","F548B2A6C798E92C1EC5FC88523B200D4EFC75536D799F4D46CF9266D75FC6F2","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_ALL_FIGURES_AUDIT.json","69","CDC2AA0B3F84E1E8244B529CE85853CDBFCFFF5A19DD16ABE7BB0C6DA90518A1","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_AUDIT.json","6693951","5A6C46B24E54472B95AB3BB990BC2A3E450955D85DAB5281F9EA08E15158AD67","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_CHANGED_FROM_BASELINE.csv","1429","63D798D885CDFB75C8211A990B37F62C348AFA49384DD97F1193247FBBCC560B","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_COMPACT_EXPORT.json","561","D2CAE9B5E32F7C7C948EA0C5D7404DA6429DA5F9902EC2412D4CEC5F4C9D004E","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_FIGURE.json","496","3D122683C2B2939128EDCCDE930235337DD2637A6CC62B772ADEED2ED648D62A","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_GIT_REPAIR.md","3645","A09A6811A7B94425654CA061304ED3206202CFE8EEA86ADB0EE236A27B497F54","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_INPUTS_BEFORE.csv","56946","86131369B0F03A50486892D0BB2A6FB28935129F16484B3E812AB2E334067B0F","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_NOTION_PUBLICATION.json","1800","5B1A7B1124968A6B1CE443659567D26AEDBD695F4AE5BD4DD5E3D0372AEB5486","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/gain_time_organize.ps1","4117","CCB7E068354A8A69FD6E1A037FCE0B6A2DD40CE22428C33BAAFDE8E9CFB534ED","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_PLAN.md","4748","A6AEE9ACA0877C65A35CD51F8004B430A986ED47BE9C5526BB570EC1185EDC61","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_PRESERVATION.json","2882","7FF9E7B2A565900CB7EBF08DBF3957E125C4725D0D1FA2B0A87362B78DCCB0B4","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/gain_time_preservation.ps1","3912","A7D80980C5E23B577CBB7E42949A11A9E2213B09E9D64A942C8EFD09EBB72209","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_REPORT.md","9717","71F869719FED1CBE254D2F6935DC8D2B7DBF617442BE5AA95662F57E83E910E2","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_REVIEW.json","3972","8EB794287D387212EF9290FE888D4A5429EFC7960B7A3B54F5FE3B145219292C","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_ROOT_BEFORE.csv","1570","4610DA6949FAF1F8E5845B38BE43529B3FD5AFBAD85720E4C96E9A570AF31AC9","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/GAIN_TIME_ROOT_ORGANIZATION.csv","6632","98E8769B328517988FFF2A44A4D92F6AEFB02CE2389878821D965380BD861B68","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/MAP_COMPLETE.json","195","BF114C012E6DC9D4FCEE1AF867B7922CE4EBF04A276F79865BBEC777C960E88D","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/NOTION_PAGES.json","589","F187B5EE2EF2E9B33F979A3E5992B4EF1D6EB6441E87DF8BA0D9692E5D905E36","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/PLAN.md","11765","0D2AC95A6A11D208282242A868AEC8B25E0326B26C48B7F071F503C0D379C76E","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/POSTGO_CLEANUP_INVENTORY.csv","307909","56841501E9F686878C33DEF76F50A101180617776B64D96A8BC20B9A68AD7BD0","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/postgo_cleanup.ps1","7597","28430DBCF06AC33B13F3C0E54DE1FB143EBBB4DDD9D801F8E1DA1720872BBADD","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
"artifacts/manifests/stage3_cortical_state_feasibility/POSTGO_FUNCTION_REFERENCES.csv","22793","6FD7FA6E3B5FF56D292AC9522C297E7177F39F5ADD3C0F7D8786DF52375495CA","Archive","tracked","durable science/code/documentation/infrastructure","retain; no deletion authorized by classification alone"
